,tconst,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
911968,tt0940709,CJ7,Cheung gong 7 hou,2008,"Comedy,Drama,Family",8.7,6.0
1837237,tt1314645,CMeDance,C Me Dance,2009,"Drama,Thriller",,
385043,tt0401085,CRAZY,C.R.A.Z.Y.,2005,"Comedy,Drama",8.0,29.0
78799,tt0080487,Caddyshack,Caddyshack,1980,"Comedy,Sport",6.7,204.0
107005,tt0109369,CampNowhere,Camp Nowhere,1994,"Adventure,Comedy,Family",4.6,8.0
107006,tt0109370,CanadianBacon,Canadian Bacon,1995,Comedy,5.0,77.0
74249,tt0075807,Candleshoe,Candleshoe,1977,"Adventure,Comedy,Drama",6.3,23.0
80947,tt0082700,CannibalFerox,Cannibal ferox,1981,"Adventure,Horror",5.9,143.0
77300,tt0078935,CannibalHolocaust,Cannibal Holocaust,1980,"Adventure,Horror",6.3,93.0
113285,tt0115819,CannibalTheMusical,Alferd Packer: The Musical,1993,"Biography,Comedy,Musical",6.8,55.0
90715,tt0092718,CantBuyMeLove,Can't Buy Me Love,1987,"Comedy,Drama,Romance",5.1,76.0
124430,tt0127723,CantHardlyWait,Can't Hardly Wait,1998,"Comedy,Romance",7.1,110.0
1758605,tt1232207,CapitalismALoveStory,Capitalism: A Love Story,2009,"Crime,Documentary,News",,
364581,tt0379725,Capote,Capote,2005,"Biography,Crime,Drama",6.8,6.0
75698,tt0077294,CapricornOne,Capricorn One,1977,"Action,Thriller",8.2,10614.0
3325484,tt3498820,CaptainAmericaCivilWar,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",,
440840,tt0458339,CaptainAmericaTheFirstAvenger,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",7.2,9.0
2345515,tt1843866,CaptainAmericaTheWinterSoldier,Captain America: The Winter Soldier,2014,"Action,Adventure,Sci-Fi",,
3614969,tt4154664,CaptainMarvel,Captain Marvel,2019,"Action,Adventure,Sci-Fi",,
2049654,tt1535109,CaptainPhillips,Captain Phillips,2013,"Biography,Drama,Thriller",,
101675,tt0103924,CaptainRon,Captain Ron,1992,"Adventure,Comedy",4.6,7.0
72767,tt0074281,CarWash,Car Wash,1976,"Comedy,Drama,Romance",6.5,946.0
104216,tt0106519,CarlitosWay,Carlito's Way,1993,"Crime,Drama,Thriller",4.7,12.0
104218,tt0106521,Carnosaur,Carnosaur,1993,"Horror,Sci-Fi",6.7,15.0
781846,tt0806203,Carriers,Carriers,2009,"Drama,Horror,Sci-Fi",7.9,2008.0
3331674,tt3513586,Carver,Carver,2015,"Horror,Mystery,Thriller",,
110206,tt0112641,Casino,Casino,1995,"Crime,Drama",5.9,200.0
1722402,tt1194417,CasinoJack,Casino Jack,2010,"Biography,Comedy,Crime",,
110207,tt0112642,Casper,Casper,1995,"Comedy,Family,Fantasy",4.7,55.0
57918,tt0059017,CatBallou,Cat Ballou,1965,"Comedy,Romance,Western",8.0,82.0
60293,tt0061456,CatalinaCaper,Catalina Caper,1967,"Comedy,Musical,Mystery",7.0,1165.0
2386673,tt1886493,Catch44,Catch .44,2011,"Action,Crime,Drama",,
324264,tt0337917,CatchThatKid,Catch That Kid,2004,"Adventure,Comedy,Crime",6.9,14.0
2096742,tt1584016,Catfish,Catfish,2010,"Documentary,Drama,Mystery",,
314164,tt0327554,Catwoman,Catwoman,2004,"Action,Crime,Fantasy",7.2,32.0
80409,tt0082146,Caveman,Caveman,1981,"Comedy,Romance",6.8,52.0
324268,tt0337921,Cellular,Cellular,2004,"Action,Crime,Thriller",7.1,19.0
107224,tt0109592,CemeteryMan,Dellamorte Dellamore,1994,"Comedy,Horror",7.0,5.0
1086391,tt1020558,Centurion,Centurion,2010,"Action,Drama,History",,
799896,tt0824747,Changeling,Changeling,2008,"Biography,Crime,Drama",7.1,26.0
253677,tt0264472,ChangingLanes,Changing Lanes,2002,"Drama,Thriller",7.9,218.0
407373,tt0423977,CharlieBartlett,Charlie Bartlett,2007,"Comedy,Drama,Romance",6.7,6.0
454217,tt0472062,CharlieWilsonsWar,Charlie Wilson's War,2007,"Biography,Comedy,Drama",7.4,5.0
155263,tt0160127,CharliesAngels,Charlie's Angels,2000,"Action,Adventure,Comedy",7.1,27.0
175172,tt0181362,CharmSchool,Charm School,1986,Adult,5.2,26.0
116189,tt0118842,ChasingAmy,Chasing Amy,1997,"Comedy,Drama,Romance",5.0,5.0
1842058,tt1319704,Chatroom,Chatroom,2010,"Drama,Thriller",,
2850099,tt2389182,CheapThrills,Cheap Thrills,2013,"Comedy,Crime,Drama",,
130922,tt0134543,Cheating,Cheating,1986,Adult,7.3,16634.0
90741,tt0092744,CheerleaderCamp,Cheerleader Camp,1988,"Comedy,Horror,Thriller",4.2,13.0
944647,tt0974536,ChemicalWedding,Chemical Wedding,2008,"Horror,Mystery,Sci-Fi",8.8,51.0
2487455,tt1991245,ChernobylDiaries,Chernobyl Diaries,2012,"Horror,Mystery,Thriller",,
90743,tt0092746,Cherry2000,Cherry 2000,1987,"Action,Adventure,Comedy",7.6,59.0
1774510,tt1248971,Cherrybomb,Cherrybomb,2009,"Drama,Thriller",,
29480,tt0029989,ChildBride,Child Bride,1938,Drama,4.9,45.0
460077,tt0478116,ChinaBlue,China Blue,2005,Documentary,10.0,8.0
116198,tt0118851,ChineseBox,Chinese Box,1997,"Drama,Romance",4.8,13.0
61599,tt0062803,ChittyChittyBangBang,Chitty Chitty Bang Bang,1968,"Adventure,Family,Fantasy",7.3,376.0
960030,tt0990404,ChopShop,Chop Shop,2007,Drama,5.9,11.0
88875,tt0090837,ChoppingMall,Chopping Mall,1986,"Comedy,Horror,Sci-Fi",6.6,14.0
2215154,tt1706593,Chronicle,Chronicle,2012,"Drama,Sci-Fi,Thriller",,
107060,tt0109424,ChungkingExpress,Chung Hing sam lam,1994,"Comedy,Crime,Drama",7.8,282.0
337932,tt0352248,CinderellaMan,Cinderella Man,2005,"Biography,Drama,History",7.2,914.0
93693,tt0095765,CinemaParadiso,Nuovo Cinema Paradiso,1988,Drama,4.5,15.0
32885,tt0033467,CitizenKane,Citizen Kane,1941,"Drama,Mystery",7.6,57.0
352854,tt0367608,CityDragon,City Dragon,1995,"Action,Comedy",7.7,56.0
101701,tt0103950,CityHunter,Sing si lip yan,1993,"Action,Comedy,Crime",5.2,12.0
99370,tt0101587,CitySlickers,City Slickers,1991,Comedy,8.8,5.0
6438,tt0006517,Civilization,Civilization,1915,Drama,7.0,8.0
107081,tt0109445,Clerks,Clerks,1994,Comedy,7.4,58.0
407733,tt0424345,ClerksII,Clerks II,2006,Comedy,6.3,16.0
104278,tt0106582,Cliffhanger,Cliffhanger,1993,"Action,Adventure,Thriller",7.2,8.0
107083,tt0109447,Clifford,Clifford,1994,Comedy,8.3,10.0
110252,tt0112688,Clockers,Clockers,1995,"Crime,Drama,Mystery",5.1,17.0
152804,tt0157472,Clockstoppers,Clockstoppers,2002,"Action,Adventure,Comedy",6.5,32.0
59656,tt0060802,CloselyWatchedTrains,Ostre sledované vlaky,1966,"Comedy,Drama,Romance",4.3,46.0
99380,tt0101597,ClosetLand,Closet Land,1991,"Drama,Thriller",7.5,70.0
1891273,tt1371111,CloudAtlas,Cloud Atlas,2012,"Action,Drama,Mystery",,
1313136,tt1060277,Cloverfield,Cloverfield,2008,"Horror,Sci-Fi,Thriller",,
318433,tt0331953,ClubDread,Club Dread,2004,"Comedy,Horror,Mystery",6.9,19.0
88894,tt0090856,ClubParadise,Club Paradise,1986,Comedy,6.3,13.0
87012,tt0088930,Clue,Clue,1985,"Comedy,Crime,Mystery",2.5,701.0
110261,tt0112697,Clueless,Clueless,1995,"Comedy,Romance",5.0,26.0
377368,tt0393162,CoachCarter,Coach Carter,2005,"Biography,Drama,Sport",6.6,13.0
87015,tt0088933,Cocoon,Cocoon,1985,"Comedy,Drama,Sci-Fi",7.1,916.0
330920,tt0345061,Code46,Code 46,2003,"Drama,Romance,Sci-Fi",6.2,31.0
68512,tt0069897,Coffy,Coffy,1973,"Action,Crime,Thriller",6.0,8.0
3055589,tt2866360,Coherence,Coherence,2013,"Horror,Mystery,Sci-Fi",,
1802596,tt1278322,Colin,Colin,2008,"Action,Drama,Horror",,
354520,tt0369339,Collateral,Collateral,2004,"Crime,Drama,Thriller",5.9,7.0
223962,tt0233469,CollateralDamage,Collateral Damage,2002,"Action,Drama,Thriller",4.8,99.0
2419744,tt1920871,CollegeMusical,College Musical,2014,Musical,,
62926,tt0064177,ColossusTheForbinProject,Colossus: The Forbin Project,1970,"Sci-Fi,Thriller",6.8,105.0
3336358,tt3524530,Comic8,Comic 8,2014,Comedy,,
92845,tt0094897,ComicBookConfidential,Comic Book Confidential,1988,"Documentary,History",5.3,42.0
2468403,tt1971352,Compliance,Compliance,2012,"Biography,Crime,Drama",,
2503108,tt2007360,ComputerChess,Computer Chess,2013,Comedy,,
116226,tt0118880,ConAir,Con Air,1997,"Action,Crime,Thriller",5.6,44.0
80458,tt0082199,Condorman,Condorman,1981,"Action,Adventure,Comedy",6.3,21.0
104294,tt0106598,Coneheads,Coneheads,1993,"Comedy,Sci-Fi",4.8,6.0
110279,tt0112715,Congo,Congo,1995,"Action,Adventure,Mystery",7.4,34.0
345988,tt0360486,Constantine,Constantine,2005,"Action,Fantasy,Horror",7.4,10.0
56277,tt0057345,Contempt,Le mépris,1963,"Drama,Romance",6.2,114.0
123039,tt0126250,CookiesFortune,Cookie's Fortune,1999,"Comedy,Drama",5.0,5.0
60345,tt0061512,CoolHandLuke,Cool Hand Luke,1967,"Crime,Drama",6.7,1529.0
104307,tt0106611,CoolRunnings,Cool Runnings,1993,"Adventure,Comedy,Family",7.2,194.0
101759,tt0104009,CoolWorld,Cool World,1992,"Animation,Comedy,Fantasy",4.1,17.0
71350,tt0072820,CooleyHigh,Cooley High,1975,"Comedy,Drama,Romance",5.8,45.0
116233,tt0118887,CopLand,Cop Land,1997,"Crime,Drama,Thriller",5.8,5.0
1997151,tt1480656,Cosmopolis,Cosmopolis,2012,"Crime,Drama,Fantasy",,
2068700,tt1555064,CountryStrong,Country Strong,2010,"Drama,Music",,
113419,tt0115956,CourageUnderFire,Courage Under Fire,1996,"Action,Drama,Mystery",6.3,6.0
2141206,tt1630036,Courageous,Courageous,2011,"Drama,Fantasy",,
193012,tt0200550,CoyoteUgly,Coyote Ugly,2000,"Comedy,Drama,Music",7.3,10220.0
461788,tt0479884,Crank,Crank,2006,"Action,Crime,Thriller",3.8,10.0
2083831,tt1570728,CrazyStupidLove,"Crazy, Stupid, Love.",2011,"Comedy,Drama,Romance",,
81987,tt0083767,Creepshow,Creepshow,1982,"Comedy,Fantasy,Horror",5.7,21.0
90792,tt0092796,Creepshow2,Creepshow 2,1987,"Comedy,Fantasy,Horror",6.9,19.0
71361,tt0072831,CriminallyInsane,Criminally Insane,1975,"Horror,Thriller",6.6,198.0
110303,tt0112740,CrimsonTide,Crimson Tide,1995,"Action,Drama,Thriller",7.7,21.0
88925,tt0090887,Critters,Critters,1986,"Comedy,Horror,Sci-Fi",8.7,42.0
88602,tt0090555,CrocodileDundee,Crocodile Dundee,1986,"Action,Adventure,Comedy",5.3,15.0
101778,tt0104029,Cronos,Cronos,1993,Horror,4.5,12.0
183504,tt0190332,CrouchingTigerHiddenDragon,Wo hu cang long,2000,"Action,Adventure,Fantasy",7.9,13291.0
135225,tt0139134,CruelIntentions,Cruel Intentions,1999,"Drama,Romance",3.6,65.0
78881,tt0080569,Cruising,Cruising,1980,"Crime,Drama,Mystery",5.6,141.0
97168,tt0099329,CryBaby,Cry-Baby,1990,"Comedy,Musical",6.5,8.0
2851061,tt2390237,CubanFury,Cuban Fury,2014,"Comedy,Romance,Sport",,
120678,tt0123755,Cube,Cube,1997,"Drama,Mystery,Sci-Fi",7.8,25.0
362620,tt0377713,CubeZero,Cube Zero,2004,"Drama,Mystery,Sci-Fi",6.7,21.0
110323,tt0112760,CutthroatIsland,Cutthroat Island,1995,"Action,Adventure,Comedy",6.1,43.0
95031,tt0097138,Cyborg,Cyborg,1989,"Action,Sci-Fi,Thriller",5.9,17012.0
83557,tt0085387,DCCab,D.C. Cab,1983,"Action,Comedy",7.3,13.0
352877,tt0367631,DEBS,D.E.B.S.,2004,"Action,Comedy,Romance",8.9,49.0
444661,tt0462244,DaddyDayCamp,Daddy Day Camp,2007,"Comedy,Family",7.3,21.0
304232,tt0317303,DaddyDayCare,Daddy Day Care,2003,"Comedy,Family",7.2,150.0
51758,tt0052719,DaddyO,Daddy-O,1958,"Crime,Music,Mystery",6.7,47.0
101795,tt0104046,Daens,Daens,1992,"Biography,Drama,History",5.4,8.0
775845,tt0800022,DaftPunksElectroma,Electroma,2006,"Drama,Sci-Fi",9.5,15.0
253711,tt0264508,Dagon,Dagon,2001,"Fantasy,Horror,Mystery",7.6,216.0
59145,tt0060278,DaleksInvasionEarth2150AD,Daleks' Invasion Earth 2150 A.D.,1966,"Family,Sci-Fi",4.5,73.0
766747,tt0790636,DallasBuyersClub,Dallas Buyers Club,2013,"Biography,Drama",7.2,55.0
74347,tt0075909,DamnationAlley,Damnation Alley,1977,Sci-Fi,7.1,763.0
60851,tt0062035,DangerDeathRay,Il raggio infernale,1967,"Adventure,Sci-Fi",7.3,81.0
110354,tt0112792,DangerousMinds,Dangerous Minds,1995,"Biography,Drama",5.4,9.0
469589,tt0487928,Dante01,Dante 01,2008,"Sci-Fi,Thriller",7.5,154.0
116273,tt0118928,DantesPeak,Dante's Peak,1997,"Action,Adventure,Thriller",5.8,597.0
451533,tt0469318,DarkCountry,Dark Country,2009,"Crime,Mystery,Thriller",4.8,70.0
954781,tt0985025,DarkFloors,Dark Floors,2008,"Action,Fantasy,Horror",6.5,6.0
38634,tt0039302,DarkPassage,Dark Passage,1947,"Film-Noir,Thriller",5.6,121.0
1411821,tt1077368,DarkShadows,Dark Shadows,2012,"Comedy,Fantasy,Horror",,
30673,tt0031210,DarkVictory,Dark Victory,1939,"Drama,Romance",5.7,131.0
97204,tt0099365,Darkman,Darkman,1990,"Action,Sci-Fi,Thriller",5.7,6.0
64327,tt0065611,DarlingLili,Darling Lili,1970,"Comedy,Drama,Musical",4.7,69.0
80360,tt0082096,DasBoot,Das Boot,1981,"Adventure,Drama,Thriller",5.2,237.0
1804152,tt1279935,DateNight,Date Night,2010,"Comedy,Crime,Romance",,
416521,tt0433362,Daybreakers,Daybreakers,2009,"Action,Fantasy,Horror",7.1,31.0
88952,tt0090915,DeadEndDriveIn,Dead End Drive-In,1986,"Action,Drama,Horror",8.2,136.0
394266,tt0410537,DeadFriend,Ryeong,2004,Horror,8.2,49.0
82017,tt0083798,DeadMenDontWearPlaid,Dead Men Don't Wear Plaid,1982,"Comedy,Crime,Mystery",6.4,2415.0
95057,tt0097165,DeadPoetsSociety,Dead Poets Society,1989,"Comedy,Drama",4.6,29.0
110380,tt0112819,DeadPresidents,Dead Presidents,1995,"Action,Crime,Drama",8.2,20.0
38637,tt0039305,DeadReckoning,Dead Reckoning,1947,"Crime,Drama,Film-Noir",5.8,84.0
92912,tt0094964,DeadRingers,Dead Ringers,1988,"Drama,Horror,Thriller",8.6,20.0
2160499,tt1650042,DeadSeason,Dead Season,2012,"Horror,Sci-Fi",,
1802613,tt1278340,DeadSnow,Død snø,2009,"Comedy,Horror",,
2856542,tt2396429,DeadSushi,Deddo sushi,2012,"Action,Comedy,Horror",,
869236,tt0896534,Deadgirl,Deadgirl,2008,Horror,6.5,6.0
90843,tt0092848,DeadlyPrey,Deadly Prey,1987,"Action,Thriller",6.6,713.0
120713,tt0123790,Deafula,Deafula,1975,Horror,3.6,5.0
1768316,tt1242423,DearLemonLima,Dear Lemon Lima,2009,Comedy,,
328196,tt0342272,DearWendy,Dear Wendy,2005,"Comedy,Crime,Drama",7.7,57.0
101818,tt0104070,DeathBecomesHer,Death Becomes Her,1992,"Comedy,Fantasy,Horror",4.0,7.0
370034,tt0385639,DeathBedTheBedThatEats,Death Bed: The Bed That Eats,1977,Horror,6.6,9.0
107207,tt0109575,DeathMachine,Death Machine,1994,"Action,Horror,Sci-Fi",8.4,5.0
1131965,tt1028528,DeathProof,Death Proof,2007,Thriller,,
435269,tt0452608,DeathRace,Death Race,2008,"Action,Sci-Fi,Thriller",6.3,6.0
71386,tt0072856,DeathRace2000,Death Race 2000,1975,"Action,Comedy,Sci-Fi",6.0,33.0
97224,tt0099385,DeathWarrant,Death Warrant,1990,"Action,Crime,Mystery",6.0,9.0
85253,tt0087127,Deathstalker,Deathstalker,1983,"Adventure,Fantasy",9.3,15.0
116298,tt0118954,DeconstructingHarry,Deconstructing Harry,1997,Comedy,5.6,2854.0
343143,tt0357585,Decoys,Decoys,2004,"Comedy,Horror,Sci-Fi",7.6,141.0
144892,tt0149261,DeepBlueSea,Deep Blue Sea,1999,"Action,Adventure,Sci-Fi",6.4,83.0
117897,tt0120647,DeepImpact,Deep Impact,1998,"Action,Drama,Romance",5.2,16.0
72087,tt0073582,DeepRed,Profondo rosso,1975,"Horror,Mystery,Thriller",5.4,568.0
116300,tt0118956,DeepRising,Deep Rising,1998,"Action,Adventure,Horror",9.2,5.0
1826931,tt1303828,Defendor,Defendor,2009,"Comedy,Crime,Drama",,
807072,tt0832266,DefinitelyMaybe,"Definitely, Maybe",2008,"Comedy,Drama,Romance",8.4,17.0
99481,tt0101700,Delicatessen,Delicatessen,1991,"Comedy,Crime",2.8,12.0
775827,tt0800003,DeltaFarce,Delta Farce,2007,"Action,Adventure,Comedy",8.0,43.0
97238,tt0099399,DeltaForce2TheColombianConnection,Delta Force 2: The Colombian Connection,1990,"Action,Adventure,Crime",2.0,235.0
104392,tt0106697,DemolitionMan,Demolition Man,1993,"Action,Crime,Sci-Fi",5.5,10.0
2279471,tt1774342,Demoni,Demoni,2006,Drama,,
2282602,tt1777612,DemonsNeverDie,Demons Never Die,2011,Horror,,
1364749,tt1069238,Departures,Okuribito,2008,"Drama,Music",,
300104,tt0313021,DerWixxer,Der Wixxer,2004,"Comedy,Crime,Mystery",7.6,5.0
1954041,tt1436013,DesertHeat,Desert Heat,2003,Drama,,
110411,tt0112851,Desperado,Desperado,1995,"Action,Thriller",8.1,107.0
87099,tt0089017,DesperatelySeekingSusan,Desperately Seeking Susan,1985,"Comedy,Drama",5.9,268.0
61954,tt0063172,DestroyAllMonsters,Kaijû sôshingeki,1968,"Action,Horror,Sci-Fi",4.7,53.0
160404,tt0165710,DetroitRockCity,Detroit Rock City,1999,"Comedy,Music",7.2,11.0
56923,tt0058007,DevilDoll,Devil Doll,1964,Horror,6.3,52.0
86204,tt0088100,DevilFish,Shark: Rosso nell'oceano,1984,"Action,Adventure,Comedy",4.8,42.0
235893,tt0245866,DevilsPrey,Devil's Prey,2001,"Horror,Thriller",7.0,605.0
65680,tt0066995,DiamondsAreForever,Diamonds Are Forever,1971,"Action,Adventure,Thriller",5.7,1128.0
140024,tt0144168,Dick,Dick,1999,Comedy,6.9,8.0
236449,tt0246460,DieAnotherDay,Die Another Day,2002,"Action,Adventure,Thriller",7.5,10.0
64430,tt0065718,DieFeuerzangenbowle,Die Feuerzangenbowle,1970,Comedy,5.3,6.0
92964,tt0095016,DieHard,Die Hard,1988,"Action,Thriller",6.2,12.0
97261,tt0099423,DieHard2,Die Hard 2,1990,"Action,Thriller",6.4,14.0
101855,tt0104107,Diggstown,Diggstown,1992,"Drama,Sport",6.0,7.0
350983,tt0365653,Dinocroc,Dinocroc,2004,"Action,Adventure,Comedy",5.6,8.0
52775,tt0053768,Dinosaurus,Dinosaurus!,1960,"Adventure,Comedy,Fantasy",6.7,149.0
90885,tt0092890,DirtyDancing,Dirty Dancing,1987,"Drama,Music,Romance",4.4,7.0
65684,tt0066999,DirtyHarry,Dirty Harry,1971,"Action,Crime,Thriller",6.2,203.0
288797,tt0301199,DirtyPrettyThings,Dirty Pretty Things,2002,"Crime,Drama,Thriller",8.1,3441.0
92978,tt0095031,DirtyRottenScoundrels,Dirty Rotten Scoundrels,1988,"Comedy,Crime",4.4,205.0
107266,tt0109635,Disclosure,Disclosure,1994,"Drama,Thriller",6.1,39.0
226558,tt0236157,DiscoPigs,Disco Pigs,2001,"Crime,Drama,Romance",6.4,38.0
1666967,tt1136608,District9,District 9,2009,"Action,Sci-Fi,Thriller",,
468498,tt0486822,Disturbia,Disturbia,2007,"Crime,Drama,Mystery",8.4,7.0
130990,tt0134619,DisturbingBehavior,Disturbing Behavior,1998,"Horror,Mystery,Sci-Fi",7.1,7.0
54875,tt0055913,DivorceItalianStyle,Divorzio all'italiana,1961,"Comedy,Drama,Romance",4.8,239.0
2355018,tt1853728,DjangoUnchained,Django Unchained,2012,"Drama,Western",,
58014,tt0059113,DoctorZhivago,Doctor Zhivago,1965,"Drama,Romance,War",6.3,61.0
350101,tt0364725,DodgeballATrueUnderdogStory,Dodgeball: A True Underdog Story,2004,"Comedy,Sport",8.2,1001.0
27060,tt0027532,Dodsworth,Dodsworth,1936,"Drama,Romance",6.5,13.0
71418,tt0072890,DogDayAfternoon,Dog Day Afternoon,1975,"Biography,Crime,Drama",5.9,18.0
1103184,tt1023500,Doghouse,Doghouse,2009,"Comedy,Horror,Sci-Fi",,
117902,tt0120655,Dogma,Dogma,1999,"Adventure,Comedy,Drama",6.3,17.0
57603,tt0058698,Dogora,Uchû daikaijû Dogora,1964,"Crime,Horror,Sci-Fi",6.3,9.0
1899055,tt1379182,Dogtooth,Kynodontas,2009,"Drama,Thriller",,
265550,tt0276919,Dogville,Dogville,2003,"Crime,Drama",7.0,6.0
71423,tt0072895,Dolemite,Dolemite,1975,"Action,Comedy,Crime",5.5,2657.0
2077654,tt1564349,DolphinTale,Dolphin Tale,2011,"Drama,Family",,
2861513,tt2402105,DomHemingway,Dom Hemingway,2013,"Comedy,Crime,Drama",,
2709068,tt2229499,DonJon,Don Jon,2013,"Comedy,Drama,Romance",,
116351,tt0119008,DonnieBrasco,Donnie Brasco,1997,"Biography,Crime,Drama",3.2,6.0
236560,tt0246578,DonnieDarko,Donnie Darko,2001,"Drama,Sci-Fi,Thriller",5.2,5.0
82061,tt0083843,DontCryItsOnlyThunder,"Don't Cry, It's Only Thunder",1982,"Drama,War",6.3,18.0
68606,tt0069995,DontLookNow,Don't Look Now,1973,"Drama,Horror,Thriller",5.6,24.0
59197,tt0060330,DontLoseYourHead,Don't Lose Your Head,1967,"Action,Adventure,Comedy",7.6,53.0
403190,tt0419706,Doom,Doom,2005,"Action,Adventure,Fantasy",6.8,17.0
104456,tt0106761,DoubleDragon,Double Dragon,1994,"Action,Adventure,Comedy",8.0,28.0
99545,tt0101764,DoubleImpact,Double Impact,1991,"Action,Crime",2.9,9.0
36145,tt0036775,DoubleIndemnity,Double Indemnity,1944,"Crime,Drama,Film-Noir",6.6,592.0
116356,tt0119013,DoubleTeam,Double Team,1997,"Action,Comedy,Sci-Fi",5.9,58.0
20531,tt0020838,Doughboys,Doughboys,1930,"Comedy,War",7.7,908.0
113588,tt0116130,DownPeriscope,Down Periscope,1996,Comedy,7.4,836.0
22467,tt0022834,Downstairs,Downstairs,1932,"Drama,Romance",6.7,32.0
54889,tt0055928,DrNo,Dr. No,1962,"Action,Adventure,Thriller",5.4,66.0
210894,tt0219653,Dracula2000,Dracula 2000,2000,"Action,Fantasy,Horror",7.8,123.0
27073,tt0027545,DraculasDaughter,Dracula's Daughter,1936,"Drama,Fantasy,Horror",5.8,69.0
119081,tt0122050,DragonBallTheMagicBegins,Xin qi long zhu,1991,"Action,Fantasy,Sci-Fi",5.9,50.0
104465,tt0106770,DragonTheBruceLeeStory,Dragon: The Bruce Lee Story,1993,"Action,Biography,Drama",6.7,65.0
1532678,tt1098327,DragonballEvolution,Dragonball Evolution,2009,"Action,Adventure,Fantasy",,
1979301,tt1462041,DreamHouse,Dream House,2011,"Drama,Mystery,Thriller",,
1864896,tt1343727,Dredd,Dredd,2012,"Action,Crime,Sci-Fi",,
792856,tt0817538,DrillbitTaylor,Drillbit Taylor,2008,"Comedy,Drama",8.7,103.0
2740841,tt2265398,DrinkingBuddies,Drinking Buddies,2013,"Comedy,Drama,Romance",,
2018155,tt1502404,DriveAngry,Drive Angry,2011,"Action,Fantasy,Thriller",,
449046,tt0466766,DriveThru,Drive Thru,2007,"Comedy,Horror",8.2,118.0
99556,tt0101775,DropDeadFred,Drop Dead Fred,1991,"Comedy,Drama,Fantasy",6.6,19.0
291357,tt0303933,Drumline,Drumline,2002,"Comedy,Drama,Music",7.8,6.0
23568,tt0023969,DuckSoup,Duck Soup,1933,"Comedy,Musical,War",6.1,510.0
232612,tt0242423,DudeWheresMyCar,"Dude, Where's My Car?",2000,"Comedy,Mystery,Sci-Fi",9.0,18.0
1758012,tt1231583,DueDate,Due Date,2010,"Adventure,Comedy",,
131001,tt0134630,Duets,Duets,2000,"Comedy,Drama,Music",7.1,41.0
113608,tt0116151,DunstonChecksIn,Dunston Checks In,1996,"Adventure,Comedy,Family",7.3,26.0
255581,tt0266489,Duplex,Duplex,2003,Comedy,6.7,7.0
244907,tt0255327,DurianDurian,Liu lian piao piao,2000,Drama,7.7,7.0
426424,tt0443494,EZMoney,EZ Money,2005,"Comedy,Family",8.0,9.0
1310376,tt1059786,EagleEye,Eagle Eye,2008,"Action,Mystery,Thriller",,
95148,tt0097257,EarthGirlsAreEasy,Earth Girls Are Easy,1988,"Comedy,Musical,Romance",5.5,291.0
343996,tt0358456,Earthlings,Earthlings,2005,"Documentary,Horror",5.6,9.0
70017,tt0071455,Earthquake,Earthquake,1974,"Action,Drama,Thriller",4.7,399.0
742360,tt0765443,EasternPromises,Eastern Promises,2007,"Action,Crime,Drama",5.1,938.0
1806213,tt1282140,EasyA,Easy A,2010,"Comedy,Drama,Romance",,
109387,tt0111797,EatDrinkManWoman,Yin shi nan nu,1994,"Comedy,Drama,Romance",5.2,18.0
853205,tt0879870,EatPrayLove,Eat Pray Love,2010,"Drama,Romance",8.1,20.0
107336,tt0109707,EdWood,Ed Wood,1994,"Biography,Comedy,Drama",6.3,99.0
1086225,tt1020530,EdenLake,Eden Lake,2008,"Horror,Thriller",,
1472315,tt1087842,EdenLog,Eden Log,2007,"Horror,Mystery,Sci-Fi",,
97325,tt0099487,EdwardScissorhands,Edward Scissorhands,1990,"Drama,Fantasy,Romance",6.3,12.0
54906,tt0055946,Eegah,Eegah,1962,"Adventure,Comedy,Fantasy",7.1,3648.0
381361,tt0397313,EightBelow,Eight Below,2006,"Adventure,Drama,Family",7.8,16.0
260257,tt0271367,EightLeggedFreaks,Eight Legged Freaks,2002,"Action,Adventure,Comedy",7.5,27.0
53833,tt0054847,ElCid,El Cid,1961,"Biography,Drama,History",5.4,101.0
102550,tt0104815,ElMariachi,El mariachi,1992,"Action,Crime,Thriller",4.7,10.0
66540,tt0067866,ElTopo,El Topo,1970,"Drama,Western",6.2,12.0
85322,tt0087197,ElectricDreams,Electric Dreams,1984,"Comedy,Drama,Music",6.8,100.0
348989,tt0363589,Elephant,Elephant,2003,"Crime,Drama,Thriller",7.6,8.0
